91	5.377	2.198	0	0
90	5.017	2.198	0	0
89	4.657	2.198	0	0
88	4.297	2.198	0	0
87	3.937	2.198	0	0
86	3.577	2.198	0	0
85	3.217	2.198	0	0
84	2.857	2.198	0	0
83	2.497	2.198	0	0
82	2.137	2.198	0	0
81	1.777	2.198	0	0
97	1.777	2.558	0	0
98	2.137	2.558	0	0
99	2.497	2.558	0	0
100	2.857	2.558	0	0
101	3.217	2.558	0	0
102	3.577	2.558	0	0
103	3.937	2.558	0	0
104	4.297	2.558	0	0
105	4.657	2.558	0	0
106	5.017	2.558	0	0
107	5.377	2.558	0	0
108	5.737	2.558	0	0
109	6.097	2.558	0	0
110	6.457	2.558	0	0
111	6.817	2.558	0	0
112	7.177	2.558	0	0
128	7.177	2.918	0	0
127	6.817	2.918	0	0
126	6.457	2.918	0	0
125	6.097	2.918	0	0
124	5.737	2.918	0	0
123	5.377	2.918	0	0
122	5.017	2.918	0	0
121	4.657	2.918	0	0
120	4.297	2.918	0	0
119	3.937	2.918	0	0
118	3.577	2.918	0	0
117	3.217	2.918	0	0
116	2.857	2.918	0	0
115	2.497	2.918	0	0
114	2.137	2.918	0	0
113	1.777	2.918	0	0
129	1.777	3.278	0	0
130	2.137	3.278	0	0
131	2.497	3.278	0	0
132	2.857	3.278	0	0
133	3.217	3.278	0	0
134	3.577	3.278	0	0
135	3.937	3.278	0	0
136	4.297	3.278	0	0
137	4.657	3.278	0	0
138	5.017	3.278	0	0
139	5.377	3.278	0	0
140	5.737	3.278	0	0
141	6.097	3.278	0	0
142	6.457	3.278	0	0
143	6.817	3.278	0	0
144	7.177	3.278	0	0
160	7.177	3.638	0	0
159	6.817	3.638	0	0
158	6.457	3.638	0	0
157	6.097	3.638	0	0
156	5.737	3.638	0	0
155	5.377	3.638	0	0
154	5.017	3.638	0	0
153	4.657	3.638	0	0
152	4.297	3.638	0	0
151	3.937	3.638	0	0
150	3.577	3.638	0	0
149	3.217	3.638	0	0
148	2.857	3.638	0	0
147	2.497	3.638	0	0
146	2.137	3.638	0	0
145	1.777	3.638	0	0
161	1.777	3.998	0	0
162	2.137	3.998	0	0
163	2.497	3.998	0	0
164	2.857	3.998	0	0
165	3.217	3.998	0	0
166	3.577	3.998	0	0
167	3.937	3.998	0	0
168	4.297	3.998	0	0
169	4.657	3.998	0	0
170	5.017	3.998	0	0
171	5.377	3.998	0	0
172	5.737	3.998	0	0
173	6.097	3.998	0	0
174	6.457	3.998	0	0
175	6.817	3.998	0	0
176	7.177	3.998	0	0
192	7.177	4.358	0	0
191	6.817	4.358	0	0
190	6.457	4.358	0	0
189	6.097	4.358	0	0
188	5.737	4.358	0	0
187	5.377	4.358	0	0
186	5.017	4.358	0	0
185	4.657	4.358	0	0
184	4.297	4.358	0	0
183	3.937	4.358	0	0
182	3.577	4.358	0	0
181	3.217	4.358	0	0
180	2.857	4.358	0	0
179	2.497	4.358	0	0
178	2.137	4.358	0	0
177	1.777	4.358	0	0
193	1.777	4.718	0	0
194	2.137	4.718	0	0
195	2.497	4.718	0	0
196	2.857	4.718	0	0
197	3.217	4.718	0	0
198	3.577	4.718	0	0
199	3.937	4.718	0	0
200	4.297	4.718	0	0
201	4.657	4.718	0	0
202	5.017	4.718	0	0
203	5.377	4.718	0	0
204	5.737	4.718	0	0
205	6.097	4.718	0	0
206	6.457	4.718	0	0
207	6.817	4.718	0	0
208	7.177	4.718	0	0
224	7.177	5.078	0	0
223	6.817	5.078	0	0
222	6.457	5.078	0	0
221	6.097	5.078	0	0
220	5.737	5.078	0	0
219	5.377	5.078	0	0
218	5.017	5.078	0	0
217	4.657	5.078	0	0
216	4.297	5.078	0	0
215	3.937	5.078	0	0
214	3.577	5.078	0	0
213	3.217	5.078	0	0
212	2.857	5.078	0	0
211	2.497	5.078	0	0
210	2.137	5.078	0	0
209	1.777	5.078	0	0
225	1.777	5.438	0	0
226	2.137	5.438	0	0
227	2.497	5.438	0	0
228	2.857	5.438	0	0
229	3.217	5.438	0	0
230	3.577	5.438	0	0
231	3.937	5.438	0	0
232	4.297	5.438	0	0
233	4.657	5.438	0	0
234	5.017	5.438	0	0
235	5.377	5.438	0	0
236	5.737	5.438	0	0
237	6.097	5.438	0	0
238	6.457	5.438	0	0
239	6.817	5.438	0	0
240	7.177	5.438	0	0
