20230525-21:45:14.792	,16.325	,SP_CENTRIS PULL 10,150	,OK	,	,OK	,62	,EXEOK
20230525-21:45:31.117	,2.000	,WAIT 2	,OK	,	,OK	,0	,EXEOK
20230525-21:45:33.117	,0.602	,VICI_EMHCA[0] P 2	,OK	,	,OK	,1073676294	,VISA Read in VICI EMHCA_10PORTS.lvclass:EMHCA_10_MOV.vi->VICI EMHCA_10PORTS.lvclass:EMHCA_10 action.vi->00_action_jmc.vi->02_automator_jmc.vi
20230525-21:45:33.719	,1.462	,SP_CENTRIS PULL 5,2	,OK	,	,OK	,3	,EXEOK
20230525-21:45:35.181	,2.000	,WAIT 2	,OK	,	,OK	,0	,EXEOK
20230525-21:45:37.181	,0.602	,VICI_EMHCA[0] P 13	,OK	,	,OK	,1073676294	,VISA Read in VICI EMHCA_10PORTS.lvclass:EMHCA_10_MOV.vi->VICI EMHCA_10PORTS.lvclass:EMHCA_10 action.vi->00_action_jmc.vi->02_automator_jmc.vi
20230525-21:45:37.783	,5.997	,SP_CENTRIS PULL 10,48	,OK	,	,OK	,21	,EXEOK
20230525-21:45:43.780	,2.000	,WAIT 2	,OK	,	,OK	,0	,EXEOK
20230525-21:45:45.780	,0.178	,SV[1] 1	,OK	,	,OK	,0	,CMD
20230525-21:45:45.958	,0.176	,SV[0] 1	,OK	,	,OK	,0	,CMD
20230525-21:45:46.134	,0.072	,TC_720 SET 1,20	,OK	,	,OK	,0	,TC_720
20230525-21:45:46.206	,30.292	,TC_720 WAIT	,OK	,	,OK	,1073676294	,TC_720
20230525-21:46:16.498	,15.000	,WAIT 15	,OK	,	,OK	,0	,EXEOK
20230525-21:46:31.498	,0.000	,// USM 10uL/s total 120uL	,OK	,	,OK	,0	,
20230525-21:46:31.502	,0.601	,VICI_EMHCA[0] P 13	,OK	,	,OK	,1073676294	,VISA Read in VICI EMHCA_10PORTS.lvclass:EMHCA_10_MOV.vi->VICI EMHCA_10PORTS.lvclass:EMHCA_10 action.vi->00_action_jmc.vi->02_automator_jmc.vi
20230525-21:46:32.103	,1.001	,WAIT 1	,OK	,	,OK	,0	,EXEOK
20230525-21:46:33.104	,0.179	,SV[1] 0	,OK	,	,OK	,0	,CMD
20230525-21:46:33.283	,0.177	,SV[0] 0	,OK	,	,OK	,0	,CMD
20230525-21:46:33.459	,8.019	,SP_CENTRIS PULL 10,70	,OK	,	,OK	,29	,EXEOK
20230525-21:46:41.479	,2.000	,WAIT 2	,OK	,	,OK	,0	,EXEOK
20230525-21:46:43.479	,0.601	,VICI_EMHCA[0] P 2	,OK	,	,OK	,1073676294	,VISA Read in VICI EMHCA_10PORTS.lvclass:EMHCA_10_MOV.vi->VICI EMHCA_10PORTS.lvclass:EMHCA_10 action.vi->00_action_jmc.vi->02_automator_jmc.vi
20230525-21:46:44.080	,1.460	,SP_CENTRIS PULL 5,2	,OK	,	,OK	,3	,EXEOK
20230525-21:46:45.540	,2.000	,WAIT 2	,OK	,	,OK	,0	,EXEOK
20230525-21:46:47.540	,0.600	,VICI_EMHCA[0] P 4	,OK	,	,OK	,1073676294	,VISA Read in VICI EMHCA_10PORTS.lvclass:EMHCA_10_MOV.vi->VICI EMHCA_10PORTS.lvclass:EMHCA_10 action.vi->00_action_jmc.vi->02_automator_jmc.vi
20230525-21:46:48.140	,5.998	,SP_CENTRIS PULL 10,48	,OK	,	,OK	,21	,EXEOK
20230525-21:46:54.139	,2.002	,WAIT 2	,OK	,	,OK	,0	,EXEOK
20230525-21:46:56.140	,0.181	,SV[1] 1	,OK	,	,OK	,0	,CMD
20230525-21:46:56.322	,0.176	,SV[0] 1	,OK	,	,OK	,0	,CMD
20230525-21:46:56.498	,10.002	,WAIT 10	,OK	,	,OK	,0	,EXEOK
